listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,list_price,sold_price,status
L103341,Bryanston,House,2.0,150.0,2025-11-30,2026-01-09,"R4,042,000","R3,943,000",Sold
L100157,Centurion,House,1.0,105.0,2023-06-03,2023-07-07,R 2 079 000.00,1929000,Sold
L103651,Groenkloof,Apartment,3.0,127.0,2025-04-03,2025-05-09,"R2,612,000",R 2 612 000.00,Sold
L101562,Bryanston,House,5.0,368.0,2024-04-20,2024-05-18,R 13 879 000,13879000,Sold
L105019,Lynnwood,Apartment,2.0,157.0,2026-01-27,2026-03-04,R 3 274 000.00,"R3,194,000",Sold
L103567,Faerie Glen,Apartment,3.0,155.0,2023-01-13,2023-01-30,R 2 263 000,"R2,140,000",Sold
L105681,Menlo Park,House,5.0,343.0,2023-03-21,2023-04-13,R 6 452 000.00,6425000,Sold
L101892,Faerie Glen,House,3.0,179.0,2024-06-28,2024-08-11,R 2 849 000,R 2 815 000.00,Sold
L105095,FAERIE GLEN,Apartment,1.0,59.0,2023-02-15,2023-05-22,"R837,000",R 837 000,Sold
L103085,Menlo Park,House,4.0,239.0,2023-07-20,,R 5 273 000,,Withdrawn
L103123,Lynnwood,House,3.0,261.0,2023-03-25,2023-04-23,5929000,5547000,Sold
L104100,  brooklyn ,Townhouse,,158.0,2025-08-20,2025-09-01,"R3,652,000",R 3 591 000.00,Sold
L100599,Irene,House,2.0,160.0,2023-06-26,2023-08-05,"R2,748,000","R2,729,000",Sold
L102642,Irene,House,2.0,173.0,2025-11-25,2026-02-14,"R3,453,000",3412000,Sold
L105682,Groenkloof,Apartment,2.0,84.0,2024-06-04,2024-06-29,R 1 618 000,1553000,Sold
L100031,Sandton,House,2.0,175.0,2023-03-07,2023-04-23,6004000,"R5,853,000",Sold
L100565,Centurion,Apartment,1.0,48.0,2026-03-08,,R 919 000.00,,Withdrawn
L101672,  rooihuiskraal ,Townhouse,1.0,120.0,2024-06-20,2024-09-13,"R1,686,000",1621000,Sold
L102654,Lynnwood,House,5.0,459.0,2024-05-20,2024-06-16,"R9,258,000",R 8 966 000,Sold
L100401,Sandton,House,5.0,324.0,2025-11-02,2025-12-01,"R12,679,000",R 11 670 000.00,Sold
L101022,Sandton,House,3.0,187.0,2026-01-29,2026-03-23,R 7 197 000.00,7197000,Sold
L100177,Sandton,House,4.0,277.0,2023-03-30,2023-05-13,6170000,"R6,164,000",Sold
L103018,Menlo Park,Apartment,2.0,113.0,2023-12-12,2024-01-14,2305000,R 2 165 000.00,Sold
L105187,Faerie Glen,House,3.0,222.0,2026-01-17,2026-02-27,"R3,873,000","R3,642,000",Sold
L105156,Menlo Park,Townhouse,3.0,130.0,2025-02-05,2025-03-24,2726000,"R2,726,000",Sold
L102874,Waterkloof Ridge,House,2.0,166.0,2025-11-19,2025-12-24,R 5 405 000.00,5344000,Sold
L104358,Faerie Glen,Apartment,2.0,136.0,2024-07-10,2024-09-02,"R2,365,000","R2,285,000",Sold
L100625,Lynnwood,Townhouse,,183.0,2023-08-17,,R 3 495 000.00,,Withdrawn
L105918,Bryanston,Townhouse,,132.0,2025-03-28,2025-05-01,R 4 285 000.00,R 4 189 000.00,Sold
L101741,Brooklyn,House,5.0,310.0,2025-12-31,2026-01-15,"R8,151,000",R 8 151 000.00,Sold
L103948,Bryanston,Apartment,1.0,63.0,2025-12-12,2026-01-13,"R1,799,000",1713000,Sold
L105901,Waterkloof,House,3.0,248.0,2025-07-10,2025-08-22,R 7 217 000.00,R 7 217 000.00,Sold
L105848,Waterkloof Ridge,House,3.0,242.0,2023-01-28,2023-02-11,R 5 090 000,R 5 090 000.00,Sold
L104012,Sandton,House,2.0,90.0,2024-05-17,2024-07-12,2561000,R 2 471 000,Sold
L105017,Faerie Glen,House,2.0,169.0,2025-02-01,2025-04-02,"R3,095,000",3053000,Sold
L102957,Waterkloof,Apartment,2.0,68.0,2025-07-07,2025-08-15,"R1,904,000",R 1 742 000.00,Sold
L102699,Bryanston,House,4.0,250.0,2025-05-29,2025-06-30,R 6 418 000,R 6 319 000.00,Sold
L104676,Waterkloof Ridge,House,6.0,406.0,2026-04-25,,R 12 919 000,,Withdrawn
L101978,Centurion,Townhouse,2.0,141.0,2025-06-16,2025-08-25,R 2 676 000.00,"R2,613,000",Sold
L100476,Lynnwood,Apartment,1.0,89.0,2026-02-19,2026-03-25,1709000,R 1 674 000.00,Sold
L105833,Centurion,House,4.0,241.0,2025-07-31,2025-08-16,R 5 068 000.00,4758000,Sold
L100626,Rooihuiskraal,Apartment,1.0,81.0,2023-01-14,2023-02-02,"R995,000",934000,Sold
L101586,Menlo Pk,House,3.0,207.0,2026-03-22,2026-07-12,R 4 491 000,R 4 372 000,Sold
L103323,Rooihuiskraal,Apartment,2.0,107.0,2024-11-05,2024-11-24,R 1 380 000,"R1,354,000",Sold
L105036,Bryanston,House,5.0,,2025-02-13,2025-02-23,R 10 405 000.00,10388000,Sold
L101557,Faerie Glen,House,2.0,247.0,2024-07-23,2024-08-14,R 4 100 000.00,R 3 713 000.00,Sold
L103988,Sandton,House,,372.0,2026-04-29,2026-05-15,R 13 978 000,"R13,779,000",Sold
L105298,Brooklyn,Apartment,1.0,68.0,2026-04-15,2026-06-12,"R1,956,000",R 1 891 000,Sold
L103758,Sandton,House,5.0,308.0,2023-04-20,2023-07-02,9824000,R 9 468 000.00,Sold
L102263,WATERKLOOF RIDGE,Townhouse,4.0,286.0,2025-08-28,2025-09-09,R 9 427 000,"R9,418,000",Sold
L105908,Brooklyn,House,5.0,374.0,2026-02-22,2026-03-17,R 9 807 000.00,9332000,Sold
L102805,Brooklyn,House,3.0,162.0,2024-03-14,2024-04-07,"R3,304,000",R 3 304 000.00,Sold
L101220,Waterkloof,House,4.0,299.0,2024-10-18,2024-12-29,R 8 776 000.00,R 8 636 000,Sold
L102550,  faerie glen ,Apartment,1.0,94.0,2025-11-18,2025-12-03,"R1,572,000",R 1 515 000.00,Sold
L105647,  waterkloof ,House,1.0,148.0,2026-01-09,2026-02-17,4399000,R 4 330 000.00,Sold
L103934,Faerie Glen,Apartment,1.0,109.0,2024-08-15,2024-09-01,R 1 511 000.00,"R1,495,000",Sold
L103886,  sandton ,Apartment,2.0,176.0,2024-09-21,2024-12-14,R 4 717 000,4580000,Sold
L101425,Lynnwood,House,3.0,188.0,2025-03-08,2025-05-08,"R4,603,000",4603000,Sold
L101564,Rooihuiskraal,House,5.0,376.0,2025-02-16,2025-03-21,R 6 592 000.00,R 6 491 000.00,Sold
L102445,Irene,House,3.0,211.0,2025-03-06,2025-04-28,R 4 341 000.00,4113000,Sold
L103528,Bryanston,Apartment,2.0,80.0,2023-12-23,2024-01-12,R 2 104 000.00,"R1,995,000",Sold
L105233,Lynnwood,Apartment,1.0,63.0,2024-03-12,2024-04-17,R 1 239 000,"R1,228,000",Sold
L101726,Menlo Park,House,3.0,238.0,2023-08-20,2023-10-27,R 5 112 000,R 4 983 000,Sold
L104334,Bryanston,House,3.0,221.0,2025-01-02,2025-03-06,R 6 543 000,"R6,354,000",Sold
L103139,Menlo Park,House,,114.0,2025-11-24,,"R2,155,000",,Withdrawn
L104379,Waterkloof,House,5.0,389.0,2025-10-12,2025-11-28,R 12 972 000.00,"R11,590,000",Sold
L102521,Irene,House,4.0,271.0,2024-03-14,,"R5,055,000",,Withdrawn
L103442,Waterkloof,Apartment,1.0,99.0,2023-02-04,2023-03-31,R 2 215 000,2004000,Sold
L102780,Waterkloof Ridge,Apartment,1.0,88.0,2025-06-04,2025-07-14,2726000,R 2 649 000,Sold
L105666,Brooklyn,Apartment,1.0,49.0,2023-04-22,2023-05-07,R 901 000.00,"R865,000",Sold
L103082,Centurion,House,3.0,181.0,2025-11-02,2025-11-11,R 3 629 000.00,"R3,349,000",Sold
L101170,Lynnwood,House,3.0,172.0,2023-04-19,2023-05-25,3153000,3153000,Sold
L102317,Rooihuiskraal,Apartment,2.0,106.0,2025-12-13,2025-12-24,R 1 586 000,R 1 577 000.00,Sold
L104657,Waterkloof Ridge,Apartment,1.0,69.0,2026-03-19,2026-04-21,R 2 185 000.00,R 2 112 000.00,Sold
L101142,Bryanston,Apartment,1.0,99.0,2025-05-18,2025-06-26,2762000,2626000,Sold
L105658,Waterkloof Ridge,House,3.0,233.0,2023-03-18,2023-04-14,"R6,254,000",R 6 032 000.00,Sold
L103750,Waterkloof,Townhouse,3.0,205.0,2023-05-10,2023-06-17,R 4 756 000.00,R 4 567 000.00,Sold
L101197,Centurion,Townhouse,2.0,164.0,2025-02-26,2025-03-31,"R2,639,000",2639000,Sold
L102227,Waterkloof,House,,337.0,2023-03-20,2023-04-13,R 8 276 000.00,8135000,Sold
L101315,Centurion,House,3.0,204.0,2025-06-06,2025-07-17,"R3,633,000",3633000,Sold
L100308,Brooklyn,House,3.0,162.0,2025-02-18,2025-03-08,R 4 099 000.00,3974000,Sold
L103184,  waterkloof ,Apartment,1.0,94.0,2024-10-14,2024-11-16,R 2 118 000,"R2,054,000",Sold
L104483,Brooklyn,Apartment,,163.0,2023-03-23,2023-03-31,"R3,276,000",R 3 249 000.00,Sold
L100050,Groenkloof,House,5.0,394.0,2024-10-11,2024-11-02,R 8 024 000,"R7,830,000",Sold
L103189,Brooklyn,Apartment,3.0,131.0,2025-08-25,2025-09-03,R 3 313 000.00,R 3 302 000.00,Sold
L100506,MENLO PARK,Townhouse,2.0,158.0,2026-02-25,2026-04-15,R 3 237 000,"R3,237,000",Sold
L100323,Faerie Glen,House,5.0,440.0,2025-02-02,2025-02-27,R 8 939 000.00,8573000,Sold
L102213,Faerie Glen,Apartment,3.0,104.0,2025-11-08,2025-12-04,R 1 914 000,"R1,914,000",Sold
L103504,Centurion,Apartment,1.0,100.0,2024-11-05,2025-01-06,R 1 532 000.00,R 1 532 000,Sold
L100672,Sandton,House,5.0,274.0,2023-06-25,2023-07-09,R 8 267 000.00,"R8,267,000",Sold
L101018,Waterkloof,House,2.0,159.0,2023-10-28,2023-11-07,R 4 407 000,4025000,Sold
L102409,Sandton,Apartment,1.0,90.0,2024-05-16,2024-06-04,R 2 762 000.00,R 2 647 000.00,Sold
L103731,Sandton,House,2.0,212.0,2023-06-01,2023-07-01,9014000,R 8 692 000,Sold
L105505,Menlo  Park,House,2.0,184.0,2024-03-18,2024-05-05,4121000,"R4,012,000",Sold
L102945,Lynnwood,Apartment,2.0,101.0,2023-03-04,2023-05-26,R 1 730 000.00,"R1,654,000",Sold
L102746,Groenkloof,Apartment,1.0,66.0,2025-07-13,2025-11-10,R 1 473 000.00,R 1 366 000,Sold
L104399,Rooihuiskraal,Apartment,1.0,95.0,2024-12-27,2025-03-01,R 1 401 000,"R1,333,000",Sold
L105110,Groenkloof,House,2.0,213.0,2025-04-16,2025-05-05,5047000,4713000,Sold
L100319,Sandton,Apartment,2.0,84.0,2026-04-06,2026-07-27,2656000,"R2,530,000",Sold
L103573,Lynnwood,Apartment,1.0,65.0,2024-11-12,2024-12-29,1273000,R 1 222 000,Sold
L104220,Groenkloof,Apartment,3.0,125.0,2025-10-27,2026-01-18,R 2 480 000,R 2 424 000.00,Sold
L104335,Waterkloof,Townhouse,2.0,150.0,2025-07-05,2025-07-22,4107000,4081000,Sold
L102124,Menlo Park,Townhouse,3.0,197.0,2023-11-11,2024-01-01,R 4 180 000,R 4 164 000,Sold
L101350,Rooihuiskraal,House,6.0,,2023-03-13,2023-04-17,7244000,R 6 956 000.00,Sold
L102821,Centurion,House,,173.0,2025-09-03,2025-10-29,"R3,639,000",3623000,Sold
L101263,Sandton,House,3.0,188.0,2025-06-04,2025-06-21,6671000,R 6 033 000.00,Sold
L102985,Brooklyn,Apartment,1.0,96.0,2025-09-27,2025-10-24,R 2 420 000,2420000,Sold
L104182,Centurion,House,3.0,198.0,2023-12-28,,R 4 056 000,,Withdrawn
L104991,Bryanston,Apartment,1.0,77.0,2025-02-18,2025-03-30,"R2,044,000",R 2 044 000.00,Sold
L103934,Faerie Glen,Apartment,1.0,109.0,2024-08-15,2024-09-01,R 1 511 000.00,"R1,495,000",Sold
L105421,Faerie Glen,House,4.0,249.0,2023-08-06,2023-09-23,"R4,059,000","R3,983,000",Sold
L103825,Faerie Glen,House,5.0,330.0,2025-11-27,2025-12-13,R 6 496 000,6156000,Sold
L101870,Brooklyn,House,1.0,217.0,2023-04-28,2023-05-18,R 4 737 000,R 4 526 000.00,Sold
L101718,Centurion,Apartment,2.0,94.0,2023-08-12,2023-09-13,R 1 589 000.00,1545000,Sold
L100239,Waterkloof Ridge,Apartment,2.0,106.0,2024-02-21,2024-05-09,2783000,2717000,Sold
L105174,GROENKLOOF,Apartment,2.0,131.0,2023-06-20,2023-06-28,"R2,599,000","R2,473,000",Sold
L105081,Irene,Apartment,,125.0,2025-08-19,2025-11-15,R 2 416 000.00,2300000,Sold
L100199,Menlo Park,Townhouse,2.0,124.0,2025-01-10,2025-03-08,"R2,699,000",R 2 599 000,Sold
L101397,Sandton,House,3.0,175.0,2025-07-27,2025-08-07,"R5,555,000",R 5 449 000.00,Sold
L103793,Groenkloof,House,4.0,307.0,2024-04-17,2024-07-13,"R7,107,000",6779000,Sold
L104381,Menlo Park,Apartment,1.0,71.0,2023-03-13,2023-04-24,"R1,470,000","R1,414,000",Sold
L103121,Menlo Pk,Townhouse,3.0,192.0,2023-01-28,2023-02-07,R 3 946 000,R 3 854 000,Sold
L102464,Brooklyn,Apartment,2.0,75.0,2025-06-17,2025-07-18,"R1,728,000",R 1 710 000,Sold
L103834,Brooklyn,Apartment,1.0,64.0,2023-12-27,2024-01-29,1352000,R 1 287 000,Sold
L103737,Centurion,House,3.0,278.0,2023-06-14,2023-08-15,"R5,455,000",R 5 148 000,Sold
L104529,Faerie Glen,House,6.0,367.0,2025-04-21,2025-05-18,R 7 156 000.00,R 6 814 000,Sold
L102963,Irene,Apartment,2.0,96.0,2023-07-18,2023-09-10,R 1 781 000.00,"R1,594,000",Sold
L103210,Menlo Park,Townhouse,2.0,191.0,2025-08-06,2025-09-16,4023000,3830000,Sold
L101128,Centurion,Apartment,1.0,79.0,2025-03-11,2025-04-27,R 1 494 000,"R1,465,000",Sold
L100101,Centurion,House,4.0,269.0,2024-09-04,2024-09-21,"R6,005,000",R 5 780 000.00,Sold
L104437,Brooklyn,Townhouse,2.0,,2025-06-11,2025-07-08,R 3 643 000,3489000,Sold
L101894,Menlo Park,House,3.0,295.0,2025-07-27,2025-08-13,6596000,6273000,Sold
L100259,Irene,House,2.0,168.0,2025-11-24,2025-12-27,R 3 822 000.00,R 3 755 000,Sold
L104919,Lynnwood,House,2.0,141.0,2024-03-20,2023-01-01,R 2 799 000,R 2 751 000,Sold
L100535,Groenkloof,House,4.0,5400.0,2023-07-26,2023-08-29,6722000,6139000,Sold
L105259,Groenkloof,House,3.0,206.0,2024-07-22,2024-08-28,R 4 854 000.00,4834000,Sold
L103590,  rooihuiskraal ,Apartment,3.0,95.0,2024-12-20,2025-04-19,R 1 287 000.00,"R1,237,000",Sold
L105332,Brooklyn,House,3.0,153.0,2023-11-12,2023-11-30,"R3,383,000","R3,325,000",Sold
L105369,Menlo Park,Apartment,2.0,,2024-04-23,2024-05-29,R 1 212 000,1148000,Sold
L102513,Waterkloof Ridge,Townhouse,2.0,191.0,2024-07-18,2024-08-11,R 4 325 000,R 4 325 000.00,Sold
L100787,Menlo Park,Apartment,2.0,91.0,2023-03-08,2023-03-29,1608000,R 1 533 000.00,Sold
L102515,Bryanston,Apartment,2.0,91.0,2025-04-26,2025-05-19,R 2 944 000,"R2,884,000",Sold
L101193,Sandton,House,2.0,151.0,2026-03-08,2026-03-27,5454000,5270000,Sold
L104742,Rooihuiskraal,House,3.0,240.0,2025-12-19,2025-12-29,R 3 811 000,R 3 755 000,Sold
L105952,Lynnwood,House,2.0,150.0,2025-11-19,,R 2 778 000,,Withdrawn
L101235,Waterkloof Ridge,Apartment,1.0,80.0,2024-08-02,2024-09-12,2135000,2006000,Sold
L104629,Brooklyn,Apartment,3.0,160.0,2026-03-06,2026-03-31,"R3,639,000",R 3 639 000,Sold
L100994,Sandton,Apartment,2.0,150.0,2024-04-05,2024-06-19,"R3,965,000",R 3 934 000,Sold
L104969,Irene,House,5.0,,2024-08-31,2024-11-04,"R5,531,000","R5,218,000",Sold
L103392,Sandton,Apartment,2.0,56.0,2024-02-08,2024-05-20,1507000,R 1 419 000.00,Sold
L102441,Groenkloof,House,2.0,145.0,2024-11-04,2024-12-26,R 3 172 000,3144000,Sold
L103035,Centurion,House,1.0,127.0,2023-05-05,2023-06-11,"R2,053,000",1955000,Sold
L103879,Lynnwood,House,2.0,206.0,2025-12-20,2026-03-01,R 4 828 000,R 4 828 000.00,Sold
L104562,Brooklyn,Apartment,1.0,70.0,2023-08-20,2023-09-05,"R1,462,000",R 1 431 000.00,Sold
L103038,Groenkloof,House,3.0,236.0,2026-03-22,,5155000,,Withdrawn
L102187,Irene,House,3.0,233.0,2025-07-13,2025-09-26,5414000,"R5,200,000",Sold
L104366,  lynnwood ,Apartment,1.0,69.0,2025-09-14,2025-10-30,1629000,1598000,Sold
L100472,Waterkloof  Ridge,Townhouse,4.0,227.0,2024-03-04,2024-04-23,R 6 076 000.00,"R6,076,000",Sold
L105214,Lynnwood,House,3.0,195.0,2023-11-17,2023-12-19,"R4,040,000","R3,981,000",Sold
L100705,Irene,House,1.0,175.0,2024-07-15,2024-08-28,R 3 218 000,R 3 058 000.00,Sold
L101360,Centurion,House,2.0,122.0,2025-03-22,2025-04-15,2275000,R 2 125 000,Sold
L100217,Waterkloof Ridge,Apartment,1.0,79.0,2024-01-06,2024-02-02,"R1,588,000",R 1 492 000,Sold
L105663,Waterkloof Ridge,House,3.0,249.0,2024-11-17,2024-12-16,"R7,163,000",R 7 085 000,Sold
L102304,Lynnwood,Apartment,1.0,129.0,2024-06-22,,"R3,122,000",,Withdrawn
L103980,Waterkloof,House,2.0,145.0,2023-05-08,2023-05-31,R 3 969 000,R 3 948 000,Sold
L102578,WATERKLOOF RIDGE,Apartment,2.0,93.0,2025-11-20,2025-12-25,R 2 616 000.00,2569000,Sold
L105294,Rooihuiskraal,House,3.0,220.0,2024-02-21,2024-03-09,R 2 830 000.00,2754000,Sold
L104402,  waterkloof ,House,6.0,370.0,2025-02-01,2025-02-24,9413000,"R9,413,000",Sold
L102873,Brooklyn,Apartment,1.0,76.0,2024-02-06,,R 1 481 000,,Withdrawn
L102236,WATERKLOOF RIDGE,Townhouse,2.0,138.0,2024-04-01,2024-05-10,"R4,044,000",R 4 044 000.00,Sold
L103164,Irene,House,2.0,191.0,2026-02-28,2026-05-08,R 4 323 000.00,4058000,Sold
L102516,Waterkloof Ridge,Townhouse,1.0,133.0,2023-07-30,2023-09-02,R 3 575 000,"R3,348,000",Sold
L100926,Groenkloof,House,4.0,246.0,2025-11-21,2026-01-17,"R6,000,000",R 5 978 000.00,Sold
L100088,Groenkloof,House,6.0,391.0,2025-02-08,2025-03-16,"R8,196,000",7939000,Sold
L102876,Brooklyn,Apartment,1.0,144.0,2024-01-01,2024-03-26,2433000,"R2,384,000",Sold
L100324,Bryanston,Apartment,1.0,66.0,2026-01-30,2026-04-04,"R2,053,000",1958000,Sold
L100501,Bryanston,House,3.0,163.0,2023-04-14,2023-06-04,R 4 470 000,R 4 441 000,Sold
L102569,Sandton,Apartment,2.0,115.0,2026-03-28,2026-05-17,"R3,555,000",R 3 304 000.00,Sold
L103950,Lynnwood,House,3.0,226.0,2025-11-11,2025-12-25,"R5,729,000",R 5 597 000,Sold
L100408,Waterkloof Ridge,Apartment,2.0,90.0,2023-11-26,2023-12-19,"R2,431,000",2290000,Sold
L100325,Centurion,House,3.0,230.0,2023-07-28,2023-08-13,R 4 027 000.00,R 3 729 000,Sold
L105275,Rooihuiskraal,House,3.0,225.0,2024-11-08,2024-12-10,"R3,685,000",R 3 649 000.00,Sold
L100534,Waterkloof,House,4.0,,2025-05-03,2025-06-06,"R7,137,000",R 6 790 000.00,Sold
L100132,Irene,Apartment,2.0,73.0,2024-11-13,2025-01-07,R 1 616 000,"R1,616,000",Sold
L100747,Lynnwood,House,4.0,289.0,2023-01-15,2023-03-21,R 5 388 000.00,"R5,380,000",Sold
L101454,Menlo Park,Townhouse,2.0,159.0,2023-06-18,2023-07-09,2654000,"R2,654,000",Sold
L101669,Bryanston,House,4.0,277.0,2023-11-26,2023-12-21,7279000,"R7,053,000",Sold
L105107,Brooklyn,House,4.0,202.0,2025-09-14,2025-10-31,R 4 710 000.00,R 4 623 000.00,Sold
L101046,Groenkloof,House,2.0,170.0,2025-04-20,2025-05-09,3778000,R 3 778 000,Sold
L101049,Brooklyn,House,1.0,112.0,2025-03-20,2025-04-19,R 2 502 000,R 2 410 000.00,Sold
L102966,Menlo Park,House,2.0,135.0,2026-01-31,2026-03-16,R 3 148 000.00,R 3 148 000.00,Sold
L104672,Waterkloof,House,6.0,387.0,2024-05-15,2024-06-14,R 9 712 000.00,"R9,665,000",Sold
L100506,MENLO PARK,Townhouse,2.0,158.0,2026-02-25,2026-04-15,R 3 237 000,"R3,237,000",Sold
L105813,Centurion,Townhouse,1.0,120.0,2025-03-03,2025-04-12,R 2 344 000.00,R 2 282 000,Sold
L105341,Waterkloof,House,6.0,577.0,2024-07-12,,"R13,518,000",,Withdrawn
L101695,Faerie Glen,Apartment,2.0,90.0,2025-08-26,2025-09-06,"R1,611,000",R 1 611 000.00,Sold
L100808,Faerie Glen,House,5.0,403.0,2025-04-30,2025-05-22,7118000,7118000,Sold
L102968,Irene,Townhouse,2.0,97.0,2025-11-16,2025-11-25,"R2,253,000",2142000,Sold
L104385,Sandton,House,2.0,176.0,2025-05-25,2025-06-17,5972000,R 5 972 000,Sold
L102721,Rooihuiskraal,House,3.0,151.0,2023-07-25,2023-08-10,R 1 925 000.00,R 1 793 000.00,Sold
L100622,Sandton,House,2.0,197.0,2025-11-08,2025-12-15,R 6 468 000,R 6 407 000.00,Sold
L102981,Brooklyn,Apartment,1.0,80.0,2023-08-17,2023-09-29,1561000,1522000,Sold
L101942,Lynnwood,Apartment,1.0,103.0,2024-01-27,2024-02-09,1878000,R 1 855 000.00,Sold
L101539,Lynnwood,House,4.0,193.0,2023-06-13,2023-06-23,4288000,4220000,Sold
L104597,Groenkloof,House,1.0,111.0,2023-04-26,2023-06-13,"R2,353,000",R 2 338 000.00,Sold
L102977,Centurion,Townhouse,2.0,145.0,2024-09-26,2024-10-20,"R2,055,000",R 1 984 000,Sold
L100371,Brooklyn,House,1.0,167.0,2024-04-18,2024-05-18,3903000,3808000,Sold
L105286,Rooihuiskraal,Townhouse,2.0,174.0,2024-06-10,2024-08-25,2536000,"R2,536,000",Sold
L102572,Rooihuiskraal,Apartment,1.0,82.0,2023-08-19,2023-10-04,R 1 195 000.00,"R1,170,000",Sold
L103842,Centurion,House,3.0,254.0,2024-06-15,2024-10-11,"R5,097,000",R 5 075 000,Sold
L104753,Faerie Glen Ext,House,2.0,212.0,2023-12-11,2024-03-08,R 4 534 000,"R4,314,000",Sold
L100469,Faerie Glen,Apartment,1.0,105.0,2026-01-19,2026-03-15,"R1,782,000",1733000,Sold
L104687,Lynnwood,Apartment,1.0,77.0,2024-04-14,2024-04-22,R 1 387 000,"R1,337,000",Sold
L100168,Menlo Park,House,5.0,,2025-11-09,,7436000,,Withdrawn
L100755,Brooklyn,House,6.0,476.0,2025-11-20,2025-12-15,"R11,296,000",11296000,Sold
L104006,Faerie Glen,House,4.0,281.0,2026-03-20,2026-04-04,4801000,"R4,592,000",Sold
L100014,Lynnwood,House,3.0,183.0,2024-04-30,2024-06-20,R 4 440 000.00,R 4 315 000,Sold
L104631,Lynnwood,House,2.0,140.0,2023-04-12,2023-05-17,3177000,R 3 103 000.00,Sold
L101966,Centurion,House,3.0,220.0,2025-12-20,,R 3 625 000,,Withdrawn
L100198,Groenkloof,House,3.0,209.0,2024-07-15,,"R4,067,000",,Withdrawn
L101600,Sandton,Townhouse,4.0,214.0,2023-11-19,2024-02-03,R 6 466 000.00,"R6,141,000",Sold
L102925,Irene,House,5.0,379.0,2024-11-15,2025-01-14,8179000,"R7,917,000",Sold
L101027,MENLO PARK,House,5.0,293.0,2025-05-03,2025-06-07,R 6 236 000,R 6 236 000.00,Sold
L103370,Bryanston,Townhouse,3.0,179.0,2026-03-28,2026-04-10,R 4 655 000.00,R 4 427 000.00,Sold
L100491,Centurion,Apartment,2.0,103.0,2024-11-13,2024-12-10,2596000,2596000,Sold
L101533,Centurion,House,4.0,259.0,2023-05-11,2023-05-26,5338000,R 5 111 000,Sold
L102622,Brooklyn,House,4.0,273.0,2024-08-28,2024-09-09,6823000,R 6 591 000.00,Sold
L105374,Centurion,House,6.0,613.0,2025-11-17,2026-01-03,"R11,629,000","R11,629,000",Sold
L103771,Sandton,Apartment,1.0,100.0,2024-11-23,2024-12-16,"R2,939,000","R2,879,000",Sold
L100230,Waterkloof Ridge,Townhouse,2.0,193.0,2026-04-09,2026-05-01,6015000,R 5 899 000.00,Sold
L102138,Rooihuiskraal,Apartment,2.0,126.0,2023-07-27,,1579000,,Withdrawn
L105639,Irene,Townhouse,2.0,166.0,2024-03-07,2024-03-27,R 2 901 000.00,R 2 705 000,Sold
L103297,Faerie Glen,Townhouse,2.0,125.0,2023-04-29,2023-06-15,R 2 159 000.00,"R2,125,000",Sold
L102802,  waterkloof ,House,2.0,190.0,2023-08-13,2023-10-26,"R5,351,000",R 5 119 000.00,Sold
L104819,Faerie Glen,House,5.0,372.0,2025-04-26,2025-06-07,"R6,949,000","R6,526,000",Sold
L101090,Brooklyn,House,3.0,249.0,2024-05-21,2024-06-12,R 6 166 000.00,R 5 789 000.00,Sold
L102025,Lynnwood,House,4.0,287.0,2026-04-14,2026-06-04,R 6 653 000.00,R 6 460 000,Sold
L100893,Waterkloof Ridge,House,5.0,382.0,2025-03-21,2025-04-23,R 12 155 000,"R12,155,000",Sold
L101859,BROOKLYN,Apartment,2.0,91.0,2024-12-26,2025-02-24,"R1,724,000","R1,724,000",Sold
L104904,Centurion,House,4.0,234.0,2024-06-11,2024-07-28,"R4,347,000",R 4 347 000.00,Sold
L103112,Centurion,House,5.0,364.0,2024-05-02,2024-06-01,R 6 742 000.00,"R6,636,000",Sold
L101926,Menlo Park,House,3.0,223.0,2023-08-01,2023-09-17,4237000,R 4 079 000,Sold
L102835,Centurion,House,3.0,219.0,2024-04-27,2024-06-26,R 3 995 000,R 3 995 000,Sold
L104010,Brooklyn,Apartment,3.0,159.0,2025-10-20,2025-11-14,3462000,R 3 334 000.00,Sold
L100017,Waterkloof,Apartment,2.0,148.0,2025-07-16,2025-08-18,4213000,R 3 983 000,Sold
L102775,Menlo Park,House,4.0,259.0,2025-10-26,2025-12-15,6767000,R 6 318 000,Sold
L102886,Waterkloof,House,4.0,292.0,2023-02-10,2023-04-04,"R6,099,000",5756000,Sold
L100812,Sandton,House,6.0,433.0,2024-10-16,2024-11-29,"R12,673,000",12199000,Sold
L103185,Waterkloof,Townhouse,3.0,169.0,2025-02-19,2025-04-17,4307000,R 4 158 000.00,Sold
L103706,Menlo  Park,Apartment,2.0,94.0,2025-06-08,2025-06-21,R 2 380 000,R 2 363 000.00,Sold
L100865,Sandton,House,4.0,326.0,2023-05-18,2023-06-25,R 10 482 000,"R10,197,000",Sold
L100439,Centurion,Apartment,1.0,54.0,2025-04-19,2025-05-08,R 853 000.00,R 848 000.00,Sold
L104151,FAERIE GLEN,Townhouse,3.0,161.0,2024-04-24,2024-06-17,2947000,"R2,900,000",Sold
L100881,Irene,Apartment,1.0,68.0,2025-10-20,2025-11-06,R 1 275 000.00,R 1 251 000,Sold
L101297,Groenkloof,House,6.0,379.0,2023-08-22,2023-09-04,R 7 220 000.00,"R7,037,000",Sold
