listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,status,list_price_zar,sold_price_zar
L104820,Centurion,Townhouse,4,225.0,2023-03-05,2023-04-22,Sold,4044000.0,4044000.0
L100509,Waterkloof Ridge,Apartment,,106.0,2023-03-05,2023-04-04,Sold,2792000.0,2792000.0
L101551,Lynnwood,Apartment,1,70.0,2023-03-05,2023-04-24,Sold,1154000.0,1148000.0
L102225,Brooklyn,House,5,311.0,2023-03-05,2023-05-10,Sold,7281000.0,6942000.0
L100538,Groenkloof,House,2,222.0,2023-03-05,2023-03-30,Sold,4819000.0,4607000.0
L100802,Bryanston,House,1,168.0,2023-03-05,2023-04-14,Sold,4742000.0,4418000.0
L100721,Lynnwood,House,5,332.0,2023-03-05,2023-04-01,Sold,6065000.0,6065000.0
L101066,Lynnwood,Apartment,2,104.0,2023-03-05,2023-04-08,Sold,1831000.0,1831000.0
L102494,Bryanston,Apartment,1,71.0,2023-03-05,2023-04-01,Sold,1951000.0,1872000.0
L100023,Bryanston,Apartment,1,75.0,2023-03-06,2023-04-01,Sold,1875000.0,1875000.0
L103203,Centurion,House,2,131.0,2023-03-06,2023-03-20,Sold,2293000.0,2206000.0
L102952,Waterkloof Ridge,House,3,287.0,2023-03-06,,Withdrawn,8673000.0,
L103400,Waterkloof,Apartment,2,90.0,2023-03-06,2023-03-15,Sold,2366000.0,2349000.0
L100087,Lynnwood,House,3,278.0,2023-03-06,2023-04-14,Sold,4966000.0,4785000.0
L102450,Centurion,Townhouse,2,129.0,2023-03-07,2023-03-17,Sold,2427000.0,2394000.0
L103809,Rooihuiskraal,Apartment,1,114.0,2023-03-07,,Withdrawn,1547000.0,
L105103,Irene,Apartment,3,76.0,2023-03-07,2023-04-07,Sold,1268000.0,1247000.0
L100286,Waterkloof,House,5,414.0,2023-03-07,2023-03-14,Sold,13053000.0,12809000.0
L103518,Faerie Glen,House,3,213.0,2023-03-07,2023-04-18,Sold,3759000.0,3756000.0
L100031,Sandton,House,2,175.0,2023-03-07,2023-04-23,Sold,6004000.0,5853000.0
L105576,Sandton,House,5,365.0,2023-03-08,2023-04-10,Sold,11244000.0,11244000.0
L100787,Menlo Park,Apartment,2,91.0,2023-03-08,2023-03-29,Sold,1608000.0,1533000.0
L105448,Faerie Glen,Apartment,1,85.0,2023-03-08,2023-05-07,Sold,1264000.0,1247000.0
L102921,Waterkloof,Apartment,2,90.0,2023-03-08,2023-04-17,Sold,2095000.0,2095000.0
L100423,Waterkloof,Apartment,2,65.0,2023-03-09,2023-07-01,Sold,1524000.0,1472000.0
L105925,Groenkloof,House,4,292.0,2023-03-09,2023-06-10,Sold,5141000.0,5087000.0
L102724,Groenkloof,House,4,298.0,2023-03-09,2023-05-15,Sold,6714000.0,6483000.0
L105333,Groenkloof,House,2,148.0,2023-03-09,2023-04-09,Sold,2833000.0,2833000.0
L102352,Brooklyn,Apartment,1,126.0,2023-03-10,,Withdrawn,2453000.0,
L104502,Irene,House,4,287.0,2023-03-10,2023-05-18,Sold,5609000.0,5556000.0
L100291,Waterkloof,Townhouse,4,264.0,2023-03-10,2023-04-21,Sold,6492000.0,6412000.0
L100120,Irene,House,4,266.0,2023-03-10,2023-05-21,Sold,4354000.0,4027000.0
L103142,Sandton,House,3,205.0,2023-03-10,2023-04-27,Sold,6454000.0,6454000.0
L101937,Irene,House,5,278.0,2023-03-10,2023-06-26,Sold,5294000.0,5294000.0
L102342,Centurion,Apartment,2,125.0,2023-03-10,2023-04-13,Sold,2196000.0,2196000.0
L104111,Bryanston,House,4,197.0,2023-03-10,2023-04-06,Sold,4824000.0,4769000.0
L104481,Centurion,House,,186.0,2023-03-10,2023-03-31,Sold,2963000.0,2841000.0
L103104,Centurion,Apartment,1,69.0,2023-03-11,2023-03-29,Sold,1088000.0,1064000.0
L103322,Centurion,House,4,253.0,2023-03-11,2023-05-20,Sold,4423000.0,4407000.0
L104174,Rooihuiskraal,House,4,324.0,2023-03-11,2023-03-30,Sold,4304000.0,4259000.0
L104698,Faerie Glen,Apartment,4,202.0,2023-03-11,2023-05-03,Sold,2828000.0,2745000.0
L100862,Rooihuiskraal,House,6,340.0,2023-03-12,2023-04-18,Sold,6745000.0,6587000.0
L102320,Waterkloof,House,6,459.0,2023-03-12,2023-04-11,Sold,12899000.0,12558000.0
L105601,Waterkloof,House,3,253.0,2023-03-12,2023-03-25,Sold,6736000.0,6735000.0
L102193,Waterkloof,Townhouse,,208.0,2023-03-12,2023-04-14,Sold,5520000.0,5520000.0
L103889,Brooklyn,Townhouse,2,,2023-03-12,2023-04-18,Sold,3194000.0,3001000.0
L105875,Lynnwood,House,5,301.0,2023-03-12,2023-05-21,Sold,6234000.0,6234000.0
L102137,Rooihuiskraal,House,4,272.0,2023-03-13,2023-06-17,Sold,3980000.0,3747000.0
L103973,Groenkloof,House,3,252.0,2023-03-13,,Withdrawn,5341000.0,
L104298,Faerie Glen,Apartment,1,78.0,2023-03-13,2023-04-17,Sold,1331000.0,1243000.0
L102687,Centurion,House,5,283.0,2023-03-13,2023-04-21,Sold,5407000.0,5220000.0
L104142,Waterkloof,House,5,247.0,2023-03-13,2023-04-23,Sold,6212000.0,6094000.0
L100344,Rooihuiskraal,House,4,356.0,2023-03-13,2023-04-19,Sold,4129000.0,4077000.0
L101350,Rooihuiskraal,House,6,,2023-03-13,2023-04-17,Sold,7244000.0,6956000.0
L104381,Menlo Park,Apartment,1,71.0,2023-03-13,2023-04-24,Sold,1470000.0,1414000.0
L103288,Waterkloof Ridge,House,1,174.0,2023-03-13,2023-05-09,Sold,4410000.0,4299000.0
L100860,Centurion,House,5,306.0,2023-03-13,2023-04-11,Sold,5613000.0,5613000.0
L101882,Lynnwood,House,6,474.0,2023-03-14,2023-04-10,Sold,8565000.0,7922000.0
L104950,Brooklyn,House,3,180.0,2023-03-14,2023-04-19,Sold,3376000.0,3201000.0
L101173,Rooihuiskraal,Apartment,1,148.0,2023-03-14,2023-04-05,Sold,1884000.0,1845000.0
L105518,Waterkloof Ridge,House,5,325.0,2023-03-14,2023-05-30,Sold,7818000.0,7604000.0
L105512,Lynnwood,Apartment,2,94.0,2023-03-14,2023-05-02,Sold,1730000.0,1718000.0
L100446,Sandton,Apartment,2,96.0,2023-03-15,2023-05-06,Sold,2801000.0,2780000.0
L103105,Centurion,Apartment,2,163.0,2023-03-15,2023-05-11,Sold,2535000.0,2535000.0
L100027,Waterkloof,House,2,131.0,2023-03-15,2023-04-26,Sold,3122000.0,2999000.0
L101855,Sandton,Apartment,1,71.0,2023-03-15,2023-03-24,Sold,1932000.0,1769000.0
L105244,Lynnwood,Apartment,3,108.0,2023-03-15,2023-04-14,Sold,2100000.0,2100000.0
L103413,Waterkloof,Townhouse,3,185.0,2023-03-16,2023-04-20,Sold,4976000.0,4850000.0
L101770,Irene,House,,189.0,2023-03-16,2023-05-30,Sold,3868000.0,3868000.0
L102168,Menlo Park,House,3,222.0,2023-03-16,2023-04-05,Sold,4336000.0,4203000.0
L102420,Waterkloof Ridge,House,6,552.0,2023-03-16,2023-04-17,Sold,13334000.0,12497000.0
L100760,Centurion,House,2,120.0,2023-03-16,2023-03-28,Sold,2019000.0,1927000.0
L103399,Centurion,Apartment,1,78.0,2023-03-16,2023-05-31,Sold,1377000.0,1338000.0
L102100,Centurion,House,5,370.0,2023-03-16,2023-03-25,Sold,6357000.0,6095000.0
L105793,Waterkloof Ridge,House,4,270.0,2023-03-16,2023-04-01,Sold,6019000.0,5818000.0
L102685,Centurion,House,3,243.0,2023-03-17,2023-04-13,Sold,3967000.0,3967000.0
L104662,Lynnwood,Townhouse,4,181.0,2023-03-17,2023-04-13,Sold,3784000.0,3588000.0
L102899,Lynnwood,House,4,247.0,2023-03-17,2023-05-12,Sold,5203000.0,5021000.0
L101941,Lynnwood,House,2,184.0,2023-03-17,2023-06-17,Sold,3654000.0,3654000.0
L100424,Irene,House,6,375.0,2023-03-17,2023-03-22,Sold,6946000.0,6739000.0
L105658,Waterkloof Ridge,House,3,233.0,2023-03-18,2023-04-14,Sold,6254000.0,6032000.0
L103143,Waterkloof,Apartment,1,57.0,2023-03-18,2023-05-17,Sold,1259000.0,1217000.0
L104231,Waterkloof,Apartment,1,88.0,2023-03-18,2023-04-02,Sold,1917000.0,1917000.0
L100992,Rooihuiskraal,Townhouse,2,115.0,2023-03-18,2023-06-13,Sold,1320000.0,1194000.0
L104590,Brooklyn,House,2,141.0,2023-03-19,2023-04-20,Sold,2765000.0,2765000.0
L104669,Brooklyn,House,4,327.0,2023-03-19,2023-04-18,Sold,6960000.0,6960000.0
L103359,Centurion,House,1,132.0,2023-03-20,2023-04-18,Sold,2367000.0,2328000.0
L101645,Lynnwood,House,2,144.0,2023-03-20,2023-04-18,Sold,2720000.0,2680000.0
L105089,Brooklyn,Apartment,2,110.0,2023-03-20,2023-05-08,Sold,1976000.0,1976000.0
L102227,Waterkloof,House,,337.0,2023-03-20,2023-04-13,Sold,8276000.0,8135000.0
L102789,Menlo Park,Apartment,1,81.0,2023-03-21,2023-05-15,Sold,1764000.0,1764000.0
L101400,Lynnwood,House,6,343.0,2023-03-21,2023-05-12,Sold,6201000.0,6201000.0
L105681,Menlo Park,House,5,343.0,2023-03-21,2023-04-13,Sold,6452000.0,6425000.0
L102174,Menlo Park,House,4,283.0,2023-03-21,,Withdrawn,5421000.0,
L103833,Lynnwood,Apartment,2,119.0,2023-03-22,,Withdrawn,2288000.0,
L102657,Irene,House,4,265.0,2023-03-22,2023-05-13,Sold,4618000.0,4553000.0
L100449,Irene,Apartment,1,68.0,2023-03-22,2023-04-12,Sold,1253000.0,1175000.0
L105015,Brooklyn,Apartment,2,188.0,2023-03-23,2023-07-06,Sold,4973000.0,4973000.0
L104483,Brooklyn,Apartment,,163.0,2023-03-23,2023-03-31,Sold,3276000.0,3249000.0
L101333,Sandton,Apartment,1,92.0,2023-03-24,2023-04-29,Sold,2641000.0,2626000.0
L103123,Lynnwood,House,3,261.0,2023-03-25,2023-04-23,Sold,5929000.0,5547000.0
L101412,Bryanston,House,4,271.0,2023-03-25,2023-04-27,Sold,8072000.0,8072000.0
L102118,Waterkloof Ridge,House,5,369.0,2023-03-26,,Withdrawn,9014000.0,
L100081,Lynnwood,House,,258.0,2023-03-26,2023-05-14,Sold,5078000.0,5078000.0
L101158,Lynnwood,House,2,171.0,2023-03-26,2023-04-16,Sold,3390000.0,3390000.0
L101951,Waterkloof,Apartment,1,61.0,2023-03-26,2023-04-08,Sold,1515000.0,1475000.0
L101390,Sandton,House,3,199.0,2023-03-26,2023-05-23,Sold,6172000.0,6172000.0
L105607,Irene,House,6,448.0,2023-03-26,2023-04-30,Sold,9707000.0,9104000.0
L103936,Menlo Park,House,3,261.0,2023-03-27,,Withdrawn,5024000.0,
L100212,Groenkloof,House,5,318.0,2023-03-27,2023-04-20,Sold,6303000.0,5965000.0
L100329,Brooklyn,House,3,205.0,2023-03-27,2023-04-11,Sold,3543000.0,3343000.0
L100431,Rooihuiskraal,House,4,227.0,2023-03-27,2023-04-16,Sold,3236000.0,3218000.0
L102644,Brooklyn,House,6,433.0,2023-03-28,2023-04-21,Sold,8997000.0,8827000.0
L100237,Rooihuiskraal,Apartment,2,68.0,2023-03-28,,Withdrawn,898000.0,
L102510,Lynnwood,House,,518.0,2023-03-28,2023-05-17,Sold,11036000.0,11036000.0
L103616,Menlo Park,House,6,458.0,2023-03-28,2023-06-04,Sold,9159000.0,8899000.0
L102914,Lynnwood,House,2,142.0,2023-03-28,2023-05-07,Sold,2595000.0,2497000.0
L103074,Bryanston,Apartment,2,71.0,2023-03-29,2023-06-28,Sold,1868000.0,1827000.0
L100789,Irene,Apartment,1,57.0,2023-03-29,2023-04-17,Sold,933000.0,901000.0
L101610,Brooklyn,Apartment,2,114.0,2023-03-29,2023-05-05,Sold,1899000.0,1855000.0
L100177,Sandton,House,4,277.0,2023-03-30,2023-05-13,Sold,6170000.0,6164000.0
L105794,Rooihuiskraal,Apartment,2,68.0,2023-03-30,,Withdrawn,982000.0,
L102099,Brooklyn,Townhouse,4,261.0,2023-03-30,2023-06-09,Sold,4736000.0,4510000.0
L103802,Menlo Park,Apartment,1,67.0,2023-03-31,2023-06-18,Sold,1426000.0,1307000.0
L100870,Centurion,Apartment,2,79.0,2023-03-31,2023-05-05,Sold,1282000.0,1232000.0
L105930,Sandton,Apartment,1,69.0,2023-03-31,2023-04-19,Sold,2118000.0,2109000.0
L105155,Waterkloof,House,2,202.0,2023-04-01,2023-05-31,Sold,4809000.0,4809000.0
L100467,Sandton,Apartment,1,85.0,2023-04-01,2023-04-19,Sold,1889000.0,1788000.0
L103063,Bryanston,Apartment,2,63.0,2023-04-01,2023-05-16,Sold,1601000.0,1547000.0
L101052,Brooklyn,House,3,263.0,2023-04-01,2023-04-24,Sold,6018000.0,5734000.0
L105292,Bryanston,House,5,433.0,2023-04-02,2023-04-20,Sold,12775000.0,11728000.0
L102809,Groenkloof,Townhouse,2,161.0,2023-04-02,2023-07-07,Sold,3275000.0,3239000.0
L105702,Waterkloof,House,,154.0,2023-04-02,2023-04-18,Sold,3434000.0,3421000.0
L100005,Sandton,House,3,168.0,2023-04-02,2023-06-06,Sold,4660000.0,4301000.0
L105533,Menlo Park,Apartment,2,123.0,2023-04-03,2023-05-12,Sold,2861000.0,2812000.0
L102640,Centurion,House,3,171.0,2023-04-03,2023-05-07,Sold,3502000.0,3435000.0
L102377,Irene,Apartment,1,40.0,2023-04-03,2023-06-23,Sold,614000.0,587000.0
L104527,Centurion,Apartment,1,98.0,2023-04-04,2023-05-08,Sold,1520000.0,1496000.0
L100262,Menlo Park,House,2,160.0,2023-04-04,,Withdrawn,3224000.0,
L101715,Rooihuiskraal,House,3,190.0,2023-04-04,2023-05-17,Sold,3393000.0,3312000.0
L102931,Groenkloof,House,5,371.0,2023-04-04,,Withdrawn,7105000.0,
L101857,Brooklyn,House,4,255.0,2023-04-04,2023-05-12,Sold,4856000.0,4650000.0
L101963,Groenkloof,Apartment,1,80.0,2023-04-05,2023-04-22,Sold,1342000.0,1259000.0
L100753,Lynnwood,Townhouse,3,207.0,2023-04-05,2023-04-16,Sold,3615000.0,3511000.0
L104665,Lynnwood,Apartment,1,68.0,2023-04-05,2023-04-30,Sold,1246000.0,1211000.0
L101622,Rooihuiskraal,House,2,164.0,2023-04-06,2023-06-14,Sold,2591000.0,2437000.0
L101491,Bryanston,Townhouse,2,154.0,2023-04-06,2023-05-06,Sold,3508000.0,3440000.0
L105910,Sandton,Townhouse,1,131.0,2023-04-06,2023-05-03,Sold,3948000.0,3794000.0
L100018,Bryanston,Apartment,2,79.0,2023-04-06,2023-05-11,Sold,1986000.0,1925000.0
L101886,Waterkloof Ridge,House,4,277.0,2023-04-06,,Withdrawn,7079000.0,
L103658,Bryanston,Townhouse,1,102.0,2023-04-07,2023-04-29,Sold,2922000.0,2922000.0
L102328,Irene,Apartment,1,56.0,2023-04-07,,Withdrawn,808000.0,
L102486,Rooihuiskraal,Townhouse,4,309.0,2023-04-07,2023-06-17,Sold,4218000.0,3922000.0
L105190,Irene,House,2,165.0,2023-04-07,2023-05-04,Sold,2905000.0,2849000.0
L100927,Bryanston,Townhouse,1,125.0,2023-04-07,2023-05-22,Sold,2955000.0,2863000.0
L105136,Waterkloof,Apartment,3,153.0,2023-04-07,2023-05-01,Sold,3516000.0,3516000.0
L104360,Brooklyn,Apartment,2,109.0,2023-04-08,,Withdrawn,2353000.0,
L105140,Irene,House,4,,2023-04-08,,Withdrawn,4387000.0,
L104905,Irene,House,6,471.0,2023-04-08,2023-04-14,Sold,8529000.0,8262000.0
L101003,Groenkloof,House,1,151.0,2023-04-08,,Withdrawn,3111000.0,
L102336,Bryanston,Apartment,1,67.0,2023-04-08,2023-05-27,Sold,1493000.0,1477000.0
L104758,Waterkloof,Townhouse,2,114.0,2023-04-09,2023-04-19,Sold,2676000.0,2589000.0
L104359,Centurion,Apartment,1,45.0,2023-04-09,,Withdrawn,701000.0,
L100331,Groenkloof,Townhouse,2,150.0,2023-04-09,2023-06-04,Sold,3232000.0,3115000.0
L105048,Groenkloof,House,5,284.0,2023-04-09,2023-04-30,Sold,5266000.0,5074000.0
L101097,Bryanston,House,2,206.0,2023-04-10,2023-05-14,Sold,5511000.0,5511000.0
L103233,Waterkloof Ridge,Townhouse,1,137.0,2023-04-10,2023-05-25,Sold,3451000.0,3315000.0
L101102,Rooihuiskraal,Apartment,1,78.0,2023-04-10,2023-04-27,Sold,1051000.0,1051000.0
L105872,Waterkloof Ridge,Apartment,1,63.0,2023-04-10,2023-04-26,Sold,1440000.0,1423000.0
L105309,Brooklyn,House,3,,2023-04-10,2023-04-26,Sold,4568000.0,4308000.0
L101113,Sandton,House,3,143.0,2023-04-11,,Withdrawn,3967000.0,
L104042,Waterkloof Ridge,Apartment,1,71.0,2023-04-11,2023-05-08,Sold,1907000.0,1876000.0
L100016,Faerie Glen,House,4,,2023-04-11,2023-06-01,Sold,3810000.0,3553000.0
L104708,Groenkloof,Apartment,2,66.0,2023-04-11,2023-05-15,Sold,1128000.0,1047000.0
L101085,Centurion,Apartment,1,73.0,2023-04-11,2023-05-28,Sold,1290000.0,1235000.0
L104631,Lynnwood,House,2,140.0,2023-04-12,2023-05-17,Sold,3177000.0,3103000.0
L103280,Centurion,Townhouse,2,134.0,2023-04-12,2023-05-20,Sold,2175000.0,2139000.0
L103458,Waterkloof,Apartment,1,108.0,2023-04-12,2023-04-19,Sold,2584000.0,2584000.0
L100257,Waterkloof Ridge,House,3,268.0,2023-04-12,2023-04-30,Sold,8398000.0,8139000.0
L105690,Faerie Glen,House,2,133.0,2023-04-12,2023-05-05,Sold,2590000.0,2539000.0
L104175,Faerie Glen,Apartment,1,77.0,2023-04-13,2023-05-21,Sold,1243000.0,1164000.0
L100090,Groenkloof,House,4,402.0,2023-04-13,2023-05-03,Sold,6945000.0,6643000.0
L102715,Brooklyn,House,3,171.0,2023-04-13,2023-05-26,Sold,3784000.0,3605000.0
L100965,Faerie Glen,Apartment,1,66.0,2023-04-13,2023-05-06,Sold,929000.0,892000.0
L104829,Sandton,House,2,196.0,2023-04-13,2023-08-04,Sold,5624000.0,5529000.0
L103306,Waterkloof,Apartment,2,61.0,2023-04-13,2023-05-20,Sold,1678000.0,1678000.0
L105383,Groenkloof,House,6,833.0,2023-04-14,2023-04-17,Sold,14937000.0,14426000.0
L105765,Lynnwood,House,4,268.0,2023-04-14,2023-06-14,Sold,4959000.0,4959000.0
L100501,Bryanston,House,3,163.0,2023-04-14,2023-06-04,Sold,4470000.0,4441000.0
L105654,Brooklyn,House,4,226.0,2023-04-14,,Withdrawn,5292000.0,
L105130,Brooklyn,House,4,365.0,2023-04-14,2023-04-28,Sold,6643000.0,6387000.0
L100266,Brooklyn,House,3,204.0,2023-04-14,2023-06-19,Sold,4611000.0,4611000.0
L100385,Sandton,Apartment,1,104.0,2023-04-15,2023-05-22,Sold,2669000.0,2569000.0
L105551,Waterkloof,Apartment,2,115.0,2023-04-15,2023-04-23,Sold,2800000.0,2726000.0
L100137,Faerie Glen,House,4,261.0,2023-04-15,2023-05-28,Sold,3807000.0,3807000.0
L105472,Sandton,House,4,271.0,2023-04-16,2023-06-30,Sold,9402000.0,9260000.0
L104425,Menlo Park,House,2,164.0,2023-04-16,2023-04-30,Sold,3081000.0,3054000.0
L105097,Centurion,Apartment,1,68.0,2023-04-16,2023-05-11,Sold,1205000.0,1140000.0
L100669,Lynnwood,Apartment,2,82.0,2023-04-17,2023-04-29,Sold,1512000.0,1434000.0
L101944,Bryanston,Apartment,2,115.0,2023-04-17,,Withdrawn,2924000.0,
L105351,Rooihuiskraal,House,6,411.0,2023-04-18,2023-06-04,Sold,4795000.0,4204000.0
L105037,Groenkloof,House,,230.0,2023-04-18,,Withdrawn,4755000.0,
L100582,Waterkloof Ridge,Apartment,2,95.0,2023-04-18,2023-06-17,Sold,2447000.0,2321000.0
L105949,Centurion,House,6,410.0,2023-04-18,2023-05-21,Sold,7081000.0,7081000.0
L103439,Irene,House,6,542.0,2023-04-18,2023-05-13,Sold,11652000.0,10809000.0
L100105,Centurion,Townhouse,3,265.0,2023-04-19,2023-05-24,Sold,4212000.0,4124000.0
L102330,Irene,House,3,147.0,2023-04-19,,Withdrawn,2497000.0,
L101170,Lynnwood,House,3,172.0,2023-04-19,2023-05-25,Sold,3153000.0,3153000.0
L103758,Sandton,House,5,308.0,2023-04-20,2023-07-02,Sold,9824000.0,9468000.0
L103470,Lynnwood,Apartment,1,121.0,2023-04-20,2023-05-18,Sold,2245000.0,2211000.0
L101732,Centurion,House,4,316.0,2023-04-20,2023-05-30,Sold,5419000.0,5106000.0
L101510,Waterkloof Ridge,Apartment,1,55.0,2023-04-20,2023-05-17,Sold,1395000.0,1320000.0
L103621,Brooklyn,Apartment,,90.0,2023-04-21,2023-05-28,Sold,2044000.0,1878000.0
L105884,Faerie Glen,House,4,,2023-04-21,2023-05-20,Sold,4063000.0,4010000.0
L105805,Centurion,Apartment,1,102.0,2023-04-21,2023-05-27,Sold,1660000.0,1573000.0
L102606,Irene,House,3,166.0,2023-04-21,2023-05-17,Sold,2500000.0,2406000.0
L102458,Brooklyn,Apartment,2,119.0,2023-04-22,2023-05-23,Sold,2215000.0,2195000.0
L105666,Brooklyn,Apartment,1,49.0,2023-04-22,2023-05-07,Sold,901000.0,865000.0
L100920,Waterkloof Ridge,Apartment,2,58.0,2023-04-22,2023-07-05,Sold,1473000.0,1473000.0
L102719,Faerie Glen,House,2,217.0,2023-04-22,2023-06-20,Sold,4023000.0,3758000.0
L105406,Menlo Park,Apartment,1,123.0,2023-04-23,2023-05-17,Sold,2048000.0,2048000.0
L104230,Sandton,House,1,,2023-04-23,2023-05-14,Sold,5785000.0,5661000.0
L100673,Centurion,House,3,187.0,2023-04-23,2023-05-24,Sold,3202000.0,3145000.0
L104201,Rooihuiskraal,Apartment,1,127.0,2023-04-23,2023-06-26,Sold,1821000.0,1684000.0
L105890,Sandton,House,4,218.0,2023-04-23,2023-05-06,Sold,7445000.0,6828000.0
L104702,Menlo Park,House,1,134.0,2023-04-23,2023-05-23,Sold,3010000.0,2921000.0
L103810,Irene,House,3,,2023-04-23,2023-05-13,Sold,4320000.0,4082000.0
L104979,Sandton,Apartment,2,49.0,2023-04-24,2023-05-04,Sold,1747000.0,1710000.0
L100797,Groenkloof,House,3,226.0,2023-04-24,2023-06-16,Sold,4026000.0,3870000.0
L105570,Waterkloof Ridge,Apartment,2,97.0,2023-04-24,2023-05-21,Sold,2326000.0,2118000.0
L103507,Rooihuiskraal,House,2,230.0,2023-04-24,2023-06-29,Sold,2697000.0,2562000.0
L101353,Brooklyn,Apartment,1,66.0,2023-04-25,2023-06-29,Sold,1188000.0,1126000.0
L104707,Lynnwood,Apartment,2,104.0,2023-04-25,2023-06-18,Sold,1797000.0,1637000.0
L104825,Lynnwood,Apartment,1,103.0,2023-04-25,2023-06-30,Sold,1914000.0,1914000.0
L104150,Brooklyn,House,4,334.0,2023-04-25,2023-06-03,Sold,6743000.0,6692000.0
L101164,Waterkloof Ridge,Townhouse,4,246.0,2023-04-25,2023-08-02,Sold,8281000.0,8281000.0
L105867,Centurion,Apartment,2,107.0,2023-04-26,2023-05-06,Sold,1759000.0,1752000.0
L103405,Bryanston,Apartment,1,73.0,2023-04-26,2023-06-05,Sold,2021000.0,2021000.0
L102375,Waterkloof Ridge,Apartment,1,105.0,2023-04-26,2023-05-12,Sold,3134000.0,3134000.0
L102997,Groenkloof,House,1,192.0,2023-04-26,2023-05-30,Sold,4005000.0,3834000.0
L100822,Brooklyn,House,5,396.0,2023-04-26,2023-05-29,Sold,8528000.0,8509000.0
L103649,Bryanston,House,4,192.0,2023-04-26,2023-06-09,Sold,4971000.0,4840000.0
L104597,Groenkloof,House,1,111.0,2023-04-26,2023-06-13,Sold,2353000.0,2338000.0
L101443,Waterkloof,House,6,380.0,2023-04-26,,Withdrawn,9504000.0,
L103080,Brooklyn,House,6,427.0,2023-04-27,,Withdrawn,10913000.0,
L105898,Faerie Glen,House,4,283.0,2023-04-27,2023-07-03,Sold,4228000.0,4224000.0
L105063,Waterkloof Ridge,House,5,303.0,2023-04-27,,Withdrawn,6942000.0,
L102832,Lynnwood,House,4,300.0,2023-04-27,2023-05-24,Sold,7381000.0,7022000.0
L102077,Groenkloof,House,4,285.0,2023-04-27,2023-05-20,Sold,6196000.0,5535000.0
L100873,Menlo Park,House,3,188.0,2023-04-28,2023-05-27,Sold,3834000.0,3670000.0
L103256,Waterkloof Ridge,House,3,202.0,2023-04-28,2023-06-13,Sold,5673000.0,5298000.0
L103089,Sandton,House,3,264.0,2023-04-28,2023-05-14,Sold,7149000.0,6928000.0
L101449,Groenkloof,House,6,371.0,2023-04-28,2023-06-05,Sold,8998000.0,8713000.0
L103398,Centurion,Apartment,2,81.0,2023-04-28,2023-06-23,Sold,1086000.0,999000.0
L102683,Irene,Apartment,1,75.0,2023-04-28,,Withdrawn,1160000.0,
L101870,Brooklyn,House,1,217.0,2023-04-28,2023-05-18,Sold,4737000.0,4526000.0
L102223,Groenkloof,Townhouse,1,91.0,2023-04-29,2023-05-06,Sold,1619000.0,1608000.0
L104060,Sandton,Townhouse,3,195.0,2023-04-29,2023-07-04,Sold,5847000.0,5644000.0
L105629,Brooklyn,Apartment,3,163.0,2023-04-29,2023-05-31,Sold,3281000.0,3268000.0
L103297,Faerie Glen,Townhouse,2,125.0,2023-04-29,2023-06-15,Sold,2159000.0,2125000.0
L101269,Faerie Glen,House,4,352.0,2023-04-29,2023-06-04,Sold,5286000.0,4970000.0
L102530,Irene,Apartment,3,78.0,2023-04-30,2023-07-18,Sold,1291000.0,1236000.0
L105655,Groenkloof,Apartment,1,68.0,2023-04-30,2023-08-28,Sold,991000.0,951000.0
L101851,Sandton,Apartment,1,158.0,2023-04-30,,Withdrawn,4930000.0,
L102788,Sandton,House,4,331.0,2023-05-01,2023-05-16,Sold,10344000.0,9959000.0
L105757,Faerie Glen,House,2,153.0,2023-05-01,2023-05-19,Sold,2544000.0,2444000.0
L103267,Rooihuiskraal,Apartment,1,50.0,2023-05-01,2023-05-30,Sold,677000.0,636000.0
L101463,Menlo Park,Townhouse,2,169.0,2023-05-01,2023-06-01,Sold,3247000.0,3233000.0
L103448,Menlo Park,House,6,459.0,2023-05-01,,Withdrawn,8954000.0,
L100864,Waterkloof Ridge,House,5,333.0,2023-05-02,2023-06-14,Sold,9322000.0,9322000.0
L101561,Irene,House,5,295.0,2023-05-02,2023-05-28,Sold,5644000.0,5289000.0
L104494,Brooklyn,Townhouse,4,219.0,2023-05-02,2023-05-25,Sold,4665000.0,4665000.0
L104575,Groenkloof,Apartment,1,117.0,2023-05-02,2023-06-09,Sold,2086000.0,2086000.0
L103060,Irene,Apartment,1,70.0,2023-05-03,2023-08-24,Sold,1082000.0,1027000.0
L104767,Irene,House,5,270.0,2023-05-03,2023-06-07,Sold,4747000.0,4555000.0
L105340,Menlo Park,Apartment,1,95.0,2023-05-03,2023-05-24,Sold,2343000.0,2314000.0
L104500,Waterkloof,House,6,451.0,2023-05-03,2023-05-27,Sold,11957000.0,11566000.0
L103051,Waterkloof Ridge,Apartment,1,106.0,2023-05-03,2023-06-07,Sold,2579000.0,2378000.0
L104329,Sandton,Townhouse,3,171.0,2023-05-04,2023-07-07,Sold,4922000.0,4793000.0
L100685,Menlo Park,House,4,236.0,2023-05-04,2023-05-31,Sold,5093000.0,4823000.0
L101794,Sandton,Apartment,2,96.0,2023-05-04,2023-05-13,Sold,2495000.0,2495000.0
L100678,Waterkloof Ridge,House,3,246.0,2023-05-04,2023-06-28,Sold,6917000.0,6774000.0
